Unsorted Index,Domain,Total Tokens,URL Appearances,Assign to [Name],Website Issue,User Content,Website Description,Content Domain I,Content Domain II,Content Domain III,Content Domain (other),Type of service,Type of service (Other),Sensitive content: Nudity,Sensitive content: Pornography,Sensitive content: Drugs,Sensitive content: Violence,Sensitive content: Illegal Activities,Sensitive content: Hate Speech
26672,www.theforecaster.net,5844019,10425,Da Yin,FALSE,None,Website for Maine State news and media outlets,News,,,,Periodicals,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
103147,alvega.info,5838641,5931,Da Yin,TRUE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
57270,theartssection.com,5836450,5883,Da Yin,FALSE,Weak Moderation,Platform for photos of indoor furniture,,,,,Other,Furnishment,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
7426,www.army.mil,5832798,9711,Da Yin,FALSE,None,U.S. Army website,Government/Policy,,,,Government,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
6931,deeaxthesea.com,5832719,5432,Da Yin,FALSE,None,Providing tips about how to restore your site after Google penalties,Technology/Code,,,,Other,Technical tips,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
34698,news.yahoo.com,5831810,12429,Da Yin,FALSE,None,Yahoo news website,News,,,,Periodicals,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
117152,www.cgg.org,5829697,2840,Da Yin,FALSE,None,Website about Christianity and Bible,Cultural/Artistic,,,,Other,Culture,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
26331,newburghgazette.com,5826345,4305,Da Yin,FALSE,None,Collecting interesting topics in New York state,General,,,,Other,News collection,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
31085,forums.penny-arcade.com,5810876,3920,Da Yin,FALSE,Weak Moderation,Forum about comics,Entertainment,,,,Other,Forum,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
49694,www.allure.com,5808583,15719,Da Yin,FALSE,Strong Moderation,Review platform about cosmetics,Reviews,,,,Ecommerce,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
8504,bulbapedia.bulbagarden.net,5803914,12371,Da Yin,FALSE,Strong Moderation,Encyclopedia and knowledge base for Pokemon,Entertainment,Education/Knowledge,,,Encyclopedia/Database,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
23864,homeownersinsurancediscount.net,5803043,5988,Da Yin,TRUE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4266,www.dictionary.com,5800252,32021,Da Yin,FALSE,None,World's leading dictionary,Academic,,,,Academic,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5483,www.catholicculture.org,5792469,5747,Da Yin,FALSE,None,,Cultural/Artistic,,,,Other,Culture,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1787,www.care2.com,5791146,15685,Da Yin,FALSE,Weak Moderation,Petition platform,Government/Policy,Social/Lifestyle,,,Other,Petition,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
15399,www.self.com,5781162,11678,Da Yin,FALSE,Strong Moderation,Platform dedicated to enhancing human well-being by providing reviews and tips,Biomedical/Health,Social/Lifestyle,,,Other,Editor reviews/tips,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3245,the.honoluluadvertiser.com,5766394,10440,Da Yin,FALSE,None,Platform for collecting online editions of a newspaper,News,,,,Periodicals,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
28691,file770.com,5762153,4109,Da Yin,FALSE,Weak Moderation,Website for fans to discuss Mike Glyer’s science fiction,Books,,,,Other,Forum,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
45806,www.chicagonow.com,5758765,8665,Da Yin,TRUE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
31826,carautoinsurancecomparison.org,5756201,5927,Da Yin,TRUE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
18737,www.softwareadvice.com,5744890,6360,Will Brannon,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
17464,www.indiebound.org,5744406,26811,Will Brannon,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
347748,www.fightaging.org,5743560,3097,Will Brannon,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
93365,comesaua.info,5741691,5483,Will Brannon,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3537,www.elsevier.com,5739782,16243,Will Brannon,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
57118,fr.coursera.org,5738090,9694,Will Brannon,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
34535,www.cleveland.com,5736960,9354,Will Brannon,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
126712,lawlibrary.chanrobles.com,5736054,3206,Will Brannon,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
18454,www.charlotteobserver.com,5735876,15493,Will Brannon,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
119824,balonparado.es,5730644,1893,Will Brannon,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
85223,www.globalbankingandfinance.com,5729766,10901,Will Brannon,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
10539,stthomasschool.info,5729118,4886,Will Brannon,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
49174,www.electricscotland.com,5721966,2744,Will Brannon,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
914263,thetourbaby.com,5714514,237,Will Brannon,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3615,crtc.gc.ca,5713384,2197,Will Brannon,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
109402,www.bookseriesinorder.com,5711458,5366,Will Brannon,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
126678,www.wallstreetoasis.com,5704931,5211,Will Brannon,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
118019,ndpr.nd.edu,5698517,2399,Will Brannon,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4888,grants.nih.gov,5693696,3042,Will Brannon,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
49698,www.valuewalk.com,5692721,8770,Will Brannon,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
17611,forums.gentoo.org,5687906,13181,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
104856,archpaper.com,5676937,7576,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
39602,www.seacoastonline.com,5672910,11269,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
30161,www.sharewareconnection.com,5670645,9774,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
288711,everything.explained.today,5668848,2228,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
13501,www.oregonlive.com,5668394,9304,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
93833,planetpov.com,5666911,1967,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
147019,conservativehome.blogs.com,5665963,4812,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
19790,forumeiros.info,5664278,5848,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
244635,xtremeinternetmarketing.com,5660032,3235,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
34261,poddareshwarrammandir.com,5657601,4908,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5997,www.microsoft.com,5649131,14328,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
102873,www.tabletmag.com,5646083,4880,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
24814,townhall.com,5644654,11076,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
296734,live.acbl.org,5637880,982,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
147233,www.bmj.com,5637380,3708,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
74880,www.moneygrows.net,5634387,2118,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5544,globalnews.ca,5633185,17308,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
63662,kakzaregistrirovatsja.info,5629861,5369,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
37781,goldmarkcity-tnr.info,5605556,5055,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
73291,moneymorning.com,5604541,8871,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
42912,www.gov.scot,5603084,7670,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
24489,www.gamesradar.com,5602332,11234,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
41360,ec.europa.eu,5601006,13459,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
31337,blogs.lse.ac.uk,5598496,5012,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
38169,vdare.com,5596293,10039,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
677347,www.aip.org,5593625,704,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
46010,journals.openedition.org,5579758,1181,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
66994,forum.prisonplanet.com,5577531,2658,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
96778,georgewbush-whitehouse.archives.gov,5575702,4346,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
541051,www.pwtorch.com,5569988,3657,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
14569,dailycaller.com,5568612,17626,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
22053,forum.projectcarsgame.com,5561434,7572,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
25901,onlinemedicareinsurance.net,5558525,5225,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
53189,chocolatelovers.info,5545836,5498,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
107930,archives.legislature.state.oh.us,5544539,1496,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
16759,www.futurelearn.com,5543693,8862,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
18151,www.finder.com.au,5543501,6040,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
117388,webnovel.online,5542915,5544,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
58066,www.orthodoxchristianity.net,5541224,2199,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
29485,www.legislation.gov.uk,5540765,10450,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
7493,voxeu.org,5536427,6321,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
20488,www.askmen.com,5525210,12874,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
50175,meownowfl.org,5516612,5436,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
60654,www.prevention.com,5508120,16395,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
17503,www.slantmagazine.com,5504679,8463,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
92047,www.circitor.fr,5503441,4451,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5375,www.loc.gov,5498704,21688,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
107675,strategicstudyindia.blogspot.com,5498081,1398,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
196263,hangtime.blogs.nba.com,5496384,3304,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
23062,sabr.org,5489861,2660,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
7163,www.nap.edu,5489102,3121,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1785,www.peoplesworld.org,5489066,9942,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
160,pac-12.com,5489035,10852,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
8751,oppositelock.kinja.com,5479533,31686,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
80337,4chanarchives.com,5476301,5945,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
19595,www.spiedigitallibrary.org,5465428,4456,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
30675,ru.coursera.org,5453051,9106,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
46672,www.dtnpf.com,5449293,9662,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
372986,www.sumobrain.com,5447694,1900,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
69305,slideplayer.com,5445344,8974,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
14347,www.snewsnet.com,5444549,10999,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
38972,www.letsrun.com,5443985,6936,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
28965,www.cruisecritic.com,5436459,6396,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
90990,clinicaltrials.gov,5432869,9709,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
90555,nordic.businessinsider.com,5432506,8740,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
419,homestars.com,5430515,51012,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
12187,www.newsobserver.com,5429274,13655,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4330,www.resetera.com,5425325,3598,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
42369,www.idahostatesman.com,5419349,12506,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
130829,www.gatestoneinstitute.org,5418858,2239,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
8088,docs.google.com,5417995,21696,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
25235,www.dumbingofage.com,5413804,930,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3990,www.fs.usda.gov,5406269,24801,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
168854,malacats.com,5401290,334,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
32670,www.craigmurray.org.uk,5399015,2610,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
156039,www.californiaspecialedlaw.com,5398699,684,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
533135,climateaudit.org,5394670,886,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2748,www.dailydot.com,5394180,10870,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
19594,www.livelaw.in,5392588,11377,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2588,www.hotels.com,5389572,35739,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
53142,www.congress.gov,5387147,12547,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
28567,appleinsider.com,5386824,12677,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
37857,www.itbusiness.ca,5383874,9228,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
7270,www.expressnews.com,5382934,10061,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
19767,www.bicycling.com,5381047,8167,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
67749,www.unitedstateszipcodes.org,5380631,11718,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
52798,tl.net,5379518,5667,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
39237,blogs.discovermagazine.com,5378466,3624,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1329483,hentaiyume.com,5377301,440,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
218275,nstperfume.com,5376790,4317,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
39191,www.iqsdirectory.com,5369833,7639,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
279349,www.wildsnow.com,5363307,3217,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
99012,www.codeproject.com,5361783,6201,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
82030,www.cato.org,5355328,7133,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
193306,www.history.navy.mil,5353794,4714,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
42674,www.neogaf.com,5348556,3019,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
161097,skepchick.org,5348269,3116,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
113858,www.alzheimers.net,5345130,9421,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
414754,marx.libcom.org,5340251,2163,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
143034,encyclopediadramatica.rs,5336168,3900,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
318752,911blogger.com,5335975,5101,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
13803,financial-dictionary.thefreedictionary.com,5330068,17289,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
44936,pt.coursera.org,5329594,8985,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
41349,lawprofessors.typepad.com,5329154,3329,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
153187,ralst.com,5327758,972,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
71030,www.madinamerica.com,5320994,1482,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
10240,www.inman.com,5320970,15040,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
26047,www.creativebloq.com,5315193,8779,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
36647,hewan.co,5308918,3033,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
50735,mountainx.com,5308185,8337,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
25542,www.audible.com.au,5303347,7205,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
125050,dvdmg.com,5298068,2949,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
163129,zh-tw.coursera.org,5297126,9217,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
19806,politics.ie,5293952,6403,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
24615,fstoppers.com,5292986,7574,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
137686,www.etzion.org.il,5287891,2430,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
287042,wikitravel.org,5287281,3032,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
10325,www.hercampus.com,5285748,11792,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1103,aem.asm.org,5283662,1506,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
361154,althouse.blogspot.com,5281163,716,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
7481,wtop.com,5279659,15626,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
99022,www.realitytvkids.com,5276869,510,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
24201,www.visualcv.com,5274514,15846,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
117235,wirednewyork.com,5272319,3172,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
28024,www.technobuffalo.com,5270621,13457,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
23992,trocaderogastrobar.com,5269988,5388,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
21068,www.prweek.com,5266002,15150,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1494,www.irishcentral.com,5261191,11478,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
225380,octavachamberorchestra.com,5258679,884,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
11546,www.thecanadianencyclopedia.ca,5257706,7497,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
83112,articles.mercola.com,5256952,4325,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
26857,pizza.dominos.com,5256396,11884,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
38836,www.bellanaija.com,5250206,8977,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
138336,media.wwl.com,5246761,1064,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
25046,answers.yahoo.com,5238541,13594,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
27202,www.laweekly.com,5234878,10368,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4911,apk-dl.com,5231696,3950,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
26945,www.mkrnp.org,5230198,5960,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
476461,www.stonekettle.com,5230096,1580,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
90194,bmcneurosci.biomedcentral.com,5229541,2849,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
20503,bible.knowing-jesus.com,5227772,6780,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
27168,www.ssa.gov,5223834,3976,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
270964,divxmoviesenglishsubtitles.com,5221958,1318,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
7100,www.animallaw.info,5221780,1930,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
37088,pinside.com,5215549,8019,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
27148,www.renewamerica.com,5212655,5492,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
533397,turka.org.ua,5208135,630,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
13264,blogs.ancientfaith.com,5207569,1961,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
401383,emboj.embopress.org,5206936,756,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
916,floridaparcels.com,5203440,3265,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
87817,www.lawweb.in,5200050,2371,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
100794,thegolfcourselocator.com,5198953,5223,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
11354,thediplomat.com,5197249,8511,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
99770,www.amazon.com,5196629,7399,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
161982,www.snl.com,5196159,1772,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
40428,community.canvaslms.com,5195447,13867,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
15580,www.autonews.com,5195346,12735,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
587977,roadhaus.com,5191503,598,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
82088,www.dumpstruction.com,5188347,1994,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
93605,www.torta-a-porta.com,5188203,5822,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
310,www.zocdoc.com,5185687,30269,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
35270,en.m.wikiquote.org,5184606,3390,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
80283,www.newsarama.com,5182638,6020,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
34114,www.theurbanlist.com,5181189,11745,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
103,www.glassdoor.com,5177322,40524,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
